dataset,horizon,origin,input_length,step,phase,series,value_standardized
ETTh2,96,408,96,42,input,S-Mamba,-0.04445711150765419
ETTh2,96,408,96,43,input,S-Mamba,-0.12024662643671036
ETTh2,96,408,96,44,input,S-Mamba,-0.1961224228143692
ETTh2,96,408,96,45,input,S-Mamba,-0.23410353064537048
ETTh2,96,408,96,46,input,S-Mamba,-0.30997931957244873
ETTh2,96,408,96,47,input,S-Mamba,-0.34787416458129883
ETTh2,96,408,96,48,input,S-Mamba,-0.3668646514415741
ETTh2,96,408,96,49,input,S-Mamba,-0.385855108499527
ETTh2,96,408,96,50,input,S-Mamba,-0.4237499535083771
ETTh2,96,408,96,51,input,S-Mamba,-0.44274044036865234
ETTh2,96,408,96,52,input,S-Mamba,-0.48067840933799744
ETTh2,96,408,96,53,input,S-Mamba,-0.5375204086303711
ETTh2,96,408,96,54,input,S-Mamba,-0.575501561164856
ETTh2,96,408,96,55,input,S-Mamba,-0.6323868632316589
ETTh2,96,408,96,56,input,S-Mamba,-0.6323868632316589
ETTh2,96,408,96,57,input,S-Mamba,-0.44274044036865234
ETTh2,96,408,96,58,input,S-Mamba,-0.1961655616760254
ETTh2,96,408,96,59,input,S-Mamba,0.08834712952375412
ETTh2,96,408,96,60,input,S-Mamba,0.2779935598373413
ETTh2,96,408,96,61,input,S-Mamba,0.5246115922927856
ETTh2,96,408,96,62,input,S-Mamba,0.6573293805122375
ETTh2,96,408,96,63,input,S-Mamba,0.6383821964263916
ETTh2,96,408,96,64,input,S-Mamba,0.5246115922927856
ETTh2,96,408,96,65,input,S-Mamba,0.3918071687221527
ETTh2,96,408,96,66,input,S-Mamba,0.22115138173103333
ETTh2,96,408,96,67,input,S-Mamba,0.08834712952375412
ETTh2,96,408,96,68,input,S-Mamba,-0.006475997157394886
ETTh2,96,408,96,69,input,S-Mamba,-0.12024662643671036
ETTh2,96,408,96,70,input,S-Mamba,-0.17717507481575012
ETTh2,96,408,96,71,input,S-Mamba,-0.25305086374282837
ETTh2,96,408,96,72,input,S-Mamba,-0.29098886251449585
ETTh2,96,408,96,73,input,S-Mamba,-0.3289266526699066
ETTh2,96,408,96,74,input,S-Mamba,-0.40480244159698486
ETTh2,96,408,96,75,input,S-Mamba,-0.48067840933799744
ETTh2,96,408,96,76,input,S-Mamba,-0.575501561164856
ETTh2,96,408,96,77,input,S-Mamba,-0.6703246831893921
ETTh2,96,408,96,78,input,S-Mamba,-0.746200442314148
ETTh2,96,408,96,79,input,S-Mamba,-0.7841384410858154
ETTh2,96,408,96,80,input,S-Mamba,-0.6893153190612793
ETTh2,96,408,96,81,input,S-Mamba,-0.40480244159698486
ETTh2,96,408,96,82,input,S-Mamba,-0.17717507481575012
ETTh2,96,408,96,83,input,S-Mamba,0.05040915310382843
ETTh2,96,408,96,84,input,S-Mamba,0.18317025899887085
ETTh2,96,408,96,85,input,S-Mamba,0.33492201566696167
ETTh2,96,408,96,86,input,S-Mamba,0.48667341470718384
ETTh2,96,408,96,87,input,S-Mamba,0.5246115922927856
ETTh2,96,408,96,88,input,S-Mamba,0.44873562455177307
ETTh2,96,408,96,89,input,S-Mamba,0.2779935598373413
ETTh2,96,408,96,90,input,S-Mamba,0.1072944700717926
ETTh2,96,408,96,91,input,S-Mamba,-0.025466637685894966
ETTh2,96,408,96,92,input,S-Mamba,-0.10129929333925247
ETTh2,96,408,96,93,input,S-Mamba,-0.15822774171829224
ETTh2,96,408,96,94,input,S-Mamba,-0.1961224228143692
ETTh2,96,408,96,95,input,S-Mamba,-0.23410353064537048
ETTh2,96,408,96,96,forecast,S-Mamba,-0.5066452026367188
ETTh2,96,408,96,97,forecast,S-Mamba,-0.5865534543991089
ETTh2,96,408,96,98,forecast,S-Mamba,-0.6197434067726135
ETTh2,96,408,96,99,forecast,S-Mamba,-0.5524612069129944
ETTh2,96,408,96,100,forecast,S-Mamba,-0.7398624420166016
ETTh2,96,408,96,101,forecast,S-Mamba,-0.6735051870346069
ETTh2,96,408,96,102,forecast,S-Mamba,-0.6529639363288879
ETTh2,96,408,96,103,forecast,S-Mamba,-0.5589781403541565
ETTh2,96,408,96,104,forecast,S-Mamba,-0.578033983707428
ETTh2,96,408,96,105,forecast,S-Mamba,-0.32521727681159973
ETTh2,96,408,96,106,forecast,S-Mamba,-0.32340919971466064
ETTh2,96,408,96,107,forecast,S-Mamba,-0.11827462911605835
ETTh2,96,408,96,108,forecast,S-Mamba,-0.00544014573097229
ETTh2,96,408,96,109,forecast,S-Mamba,0.14315134286880493
ETTh2,96,408,96,110,forecast,S-Mamba,0.24079561233520508
ETTh2,96,408,96,111,forecast,S-Mamba,0.09233462810516357
ETTh2,96,408,96,112,forecast,S-Mamba,0.21397113800048828
ETTh2,96,408,96,113,forecast,S-Mamba,0.03664451837539673
ETTh2,96,408,96,114,forecast,S-Mamba,-0.011075913906097412
ETTh2,96,408,96,115,forecast,S-Mamba,-0.025296300649642944
ETTh2,96,408,96,116,forecast,S-Mamba,-0.1778658777475357
ETTh2,96,408,96,117,forecast,S-Mamba,-0.33660635352134705
ETTh2,96,408,96,118,forecast,S-Mamba,-0.4452449381351471
ETTh2,96,408,96,119,forecast,S-Mamba,-0.481130987405777
ETTh2,96,408,96,120,forecast,S-Mamba,-0.42809948325157166
ETTh2,96,408,96,121,forecast,S-Mamba,-0.5858249664306641
ETTh2,96,408,96,122,forecast,S-Mamba,-0.7036123275756836
ETTh2,96,408,96,123,forecast,S-Mamba,-0.6687867641448975
ETTh2,96,408,96,124,forecast,S-Mamba,-0.8428667783737183
ETTh2,96,408,96,125,forecast,S-Mamba,-0.6945706605911255
ETTh2,96,408,96,126,forecast,S-Mamba,-0.5647354125976562
ETTh2,96,408,96,127,forecast,S-Mamba,-0.624295175075531
ETTh2,96,408,96,128,forecast,S-Mamba,-0.5453099012374878
ETTh2,96,408,96,129,forecast,S-Mamba,-0.2854403555393219
ETTh2,96,408,96,130,forecast,S-Mamba,-0.15012815594673157
ETTh2,96,408,96,131,forecast,S-Mamba,-0.10069851577281952
ETTh2,96,408,96,132,forecast,S-Mamba,-0.04065945744514465
ETTh2,96,408,96,133,forecast,S-Mamba,0.05114096403121948
ETTh2,96,408,96,134,forecast,S-Mamba,0.15621039271354675
ETTh2,96,408,96,135,forecast,S-Mamba,0.19301092624664307
ETTh2,96,408,96,136,forecast,S-Mamba,0.12875500321388245
ETTh2,96,408,96,137,forecast,S-Mamba,0.0939573347568512
ETTh2,96,408,96,138,forecast,S-Mamba,-0.04566672444343567
ETTh2,96,408,96,139,forecast,S-Mamba,-0.061845749616622925
ETTh2,96,408,96,140,forecast,S-Mamba,-0.18985110521316528
ETTh2,96,408,96,141,forecast,S-Mamba,-0.23512786626815796
ETTh2,96,408,96,142,forecast,S-Mamba,-0.39089447259902954
ETTh2,96,408,96,143,forecast,S-Mamba,-0.41826725006103516
ETTh2,96,408,96,144,forecast,S-Mamba,-0.5907235145568848
ETTh2,96,408,96,145,forecast,S-Mamba,-0.4478127360343933
ETTh2,96,408,96,146,forecast,S-Mamba,-0.5874491930007935
ETTh2,96,408,96,147,forecast,S-Mamba,-0.646714448928833
ETTh2,96,408,96,148,forecast,S-Mamba,-0.5844177603721619
ETTh2,96,408,96,149,forecast,S-Mamba,-0.6987661719322205
ETTh2,96,408,96,150,forecast,S-Mamba,-0.689921498298645
ETTh2,96,408,96,151,forecast,S-Mamba,-0.656079888343811
ETTh2,96,408,96,152,forecast,S-Mamba,-0.4322054982185364
ETTh2,96,408,96,153,forecast,S-Mamba,-0.46290719509124756
ETTh2,96,408,96,154,forecast,S-Mamba,-0.2922195792198181
ETTh2,96,408,96,155,forecast,S-Mamba,-0.1266292780637741
ETTh2,96,408,96,156,forecast,S-Mamba,-0.12459714710712433
ETTh2,96,408,96,157,forecast,S-Mamba,0.01725289225578308
ETTh2,96,408,96,158,forecast,S-Mamba,0.13081049919128418
ETTh2,96,408,96,159,forecast,S-Mamba,0.15485501289367676
ETTh2,96,408,96,160,forecast,S-Mamba,0.35764187574386597
ETTh2,96,408,96,161,forecast,S-Mamba,0.09037747979164124
ETTh2,96,408,96,162,forecast,S-Mamba,0.04689738154411316
ETTh2,96,408,96,163,forecast,S-Mamba,-0.20235374569892883
ETTh2,96,408,96,164,forecast,S-Mamba,-0.17226789891719818
ETTh2,96,408,96,165,forecast,S-Mamba,-0.18523775041103363
ETTh2,96,408,96,166,forecast,S-Mamba,-0.41807782649993896
ETTh2,96,408,96,167,forecast,S-Mamba,-0.33131805062294006
ETTh2,96,408,96,168,forecast,S-Mamba,-0.5287492275238037
ETTh2,96,408,96,169,forecast,S-Mamba,-0.7339455485343933
ETTh2,96,408,96,170,forecast,S-Mamba,-0.5684318542480469
ETTh2,96,408,96,171,forecast,S-Mamba,-0.6909274458885193
ETTh2,96,408,96,172,forecast,S-Mamba,-0.6536928415298462
ETTh2,96,408,96,173,forecast,S-Mamba,-0.642314076423645
ETTh2,96,408,96,174,forecast,S-Mamba,-0.5993794202804565
ETTh2,96,408,96,175,forecast,S-Mamba,-0.6362303495407104
ETTh2,96,408,96,176,forecast,S-Mamba,-0.5396936535835266
ETTh2,96,408,96,177,forecast,S-Mamba,-0.28973275423049927
ETTh2,96,408,96,178,forecast,S-Mamba,-0.2907900810241699
ETTh2,96,408,96,179,forecast,S-Mamba,-0.14954714477062225
ETTh2,96,408,96,180,forecast,S-Mamba,0.0026328861713409424
ETTh2,96,408,96,181,forecast,S-Mamba,0.05769151449203491
ETTh2,96,408,96,182,forecast,S-Mamba,0.1266094148159027
ETTh2,96,408,96,183,forecast,S-Mamba,0.21087336540222168
ETTh2,96,408,96,184,forecast,S-Mamba,0.1315937340259552
ETTh2,96,408,96,185,forecast,S-Mamba,0.08303755521774292
ETTh2,96,408,96,186,forecast,S-Mamba,0.11020293831825256
ETTh2,96,408,96,187,forecast,S-Mamba,-0.008858174085617065
ETTh2,96,408,96,188,forecast,S-Mamba,-0.25470829010009766
ETTh2,96,408,96,189,forecast,S-Mamba,-0.2822936475276947
ETTh2,96,408,96,190,forecast,S-Mamba,-0.48408612608909607
ETTh2,96,408,96,191,forecast,S-Mamba,-0.41225478053092957
ETTh2,96,408,96,0,input,iTransformer,-0.5944488644599915
ETTh2,96,408,96,1,input,iTransformer,-0.6323868632316589
ETTh2,96,408,96,2,input,iTransformer,-0.6323868632316589
ETTh2,96,408,96,3,input,iTransformer,-0.6513341665267944
ETTh2,96,408,96,4,input,iTransformer,-0.6892721652984619
ETTh2,96,408,96,5,input,iTransformer,-0.7651479840278625
ETTh2,96,408,96,6,input,iTransformer,-0.8031288981437683
ETTh2,96,408,96,7,input,iTransformer,-0.8410237431526184
ETTh2,96,408,96,8,input,iTransformer,-0.7651910781860352
ETTh2,96,408,96,9,input,iTransformer,-0.5375204086303711
ETTh2,96,408,96,10,input,iTransformer,-0.25305086374282837
ETTh2,96,408,96,11,input,iTransformer,0.03141867741942406
ETTh2,96,408,96,12,input,iTransformer,0.18317025899887085
ETTh2,96,408,96,13,input,iTransformer,0.33492201566696167
ETTh2,96,408,96,14,input,iTransformer,0.37281668186187744
ETTh2,96,408,96,15,input,iTransformer,0.37281668186187744
ETTh2,96,408,96,16,input,iTransformer,0.22115138173103333
ETTh2,96,408,96,17,input,iTransformer,0.12628494203090668
ETTh2,96,408,96,18,input,iTransformer,0.03141867741942406
ETTh2,96,408,96,19,input,iTransformer,-0.12024662643671036
ETTh2,96,408,96,20,input,iTransformer,-0.27199819684028625
ETTh2,96,408,96,21,input,iTransformer,-0.3668646514415741
ETTh2,96,408,96,22,input,iTransformer,-0.4237499535083771
ETTh2,96,408,96,23,input,iTransformer,-0.4237499535083771
ETTh2,96,408,96,24,input,iTransformer,-0.4617308974266052
ETTh2,96,408,96,25,input,iTransformer,-0.4617308974266052
ETTh2,96,408,96,26,input,iTransformer,-0.4996257424354553
ETTh2,96,408,96,27,input,iTransformer,-0.5375204086303711
ETTh2,96,408,96,28,input,iTransformer,-0.575501561164856
ETTh2,96,408,96,29,input,iTransformer,-0.6133962273597717
ETTh2,96,408,96,30,input,iTransformer,-0.6513773202896118
ETTh2,96,408,96,31,input,iTransformer,-0.6703246831893921
ETTh2,96,408,96,32,input,iTransformer,-0.6703246831893921
ETTh2,96,408,96,33,input,iTransformer,-0.5185731053352356
ETTh2,96,408,96,34,input,iTransformer,-0.3668646514415741
ETTh2,96,408,96,35,input,iTransformer,-0.29098886251449585
ETTh2,96,408,96,36,input,iTransformer,-0.1961224228143692
ETTh2,96,408,96,37,input,iTransformer,-0.12024662643671036
ETTh2,96,408,96,38,input,iTransformer,-0.04445711150765419
ETTh2,96,408,96,39,input,iTransformer,0.05040915310382843
ETTh2,96,408,96,40,input,iTransformer,0.10733760893344879
ETTh2,96,408,96,41,input,iTransformer,0.06939979642629623
ETTh2,96,408,96,42,input,iTransformer,-0.04445711150765419
ETTh2,96,408,96,43,input,iTransformer,-0.12024662643671036
ETTh2,96,408,96,44,input,iTransformer,-0.1961224228143692
ETTh2,96,408,96,45,input,iTransformer,-0.23410353064537048
ETTh2,96,408,96,46,input,iTransformer,-0.30997931957244873
ETTh2,96,408,96,47,input,iTransformer,-0.34787416458129883
ETTh2,96,408,96,48,input,iTransformer,-0.3668646514415741
ETTh2,96,408,96,49,input,iTransformer,-0.385855108499527
ETTh2,96,408,96,50,input,iTransformer,-0.4237499535083771
ETTh2,96,408,96,51,input,iTransformer,-0.44274044036865234
ETTh2,96,408,96,52,input,iTransformer,-0.48067840933799744
ETTh2,96,408,96,53,input,iTransformer,-0.5375204086303711
ETTh2,96,408,96,54,input,iTransformer,-0.575501561164856
ETTh2,96,408,96,55,input,iTransformer,-0.6323868632316589
ETTh2,96,408,96,56,input,iTransformer,-0.6323868632316589
ETTh2,96,408,96,57,input,iTransformer,-0.44274044036865234
ETTh2,96,408,96,58,input,iTransformer,-0.1961655616760254
ETTh2,96,408,96,59,input,iTransformer,0.08834712952375412
ETTh2,96,408,96,60,input,iTransformer,0.2779935598373413
ETTh2,96,408,96,61,input,iTransformer,0.5246115922927856
ETTh2,96,408,96,62,input,iTransformer,0.6573293805122375
ETTh2,96,408,96,63,input,iTransformer,0.6383821964263916
ETTh2,96,408,96,64,input,iTransformer,0.5246115922927856
ETTh2,96,408,96,65,input,iTransformer,0.3918071687221527
ETTh2,96,408,96,66,input,iTransformer,0.22115138173103333
ETTh2,96,408,96,67,input,iTransformer,0.08834712952375412
ETTh2,96,408,96,68,input,iTransformer,-0.006475997157394886
ETTh2,96,408,96,69,input,iTransformer,-0.12024662643671036
ETTh2,96,408,96,70,input,iTransformer,-0.17717507481575012
ETTh2,96,408,96,71,input,iTransformer,-0.25305086374282837
ETTh2,96,408,96,72,input,iTransformer,-0.29098886251449585
ETTh2,96,408,96,73,input,iTransformer,-0.3289266526699066
ETTh2,96,408,96,74,input,iTransformer,-0.40480244159698486
ETTh2,96,408,96,75,input,iTransformer,-0.48067840933799744
ETTh2,96,408,96,76,input,iTransformer,-0.575501561164856
ETTh2,96,408,96,77,input,iTransformer,-0.6703246831893921
ETTh2,96,408,96,78,input,iTransformer,-0.746200442314148
ETTh2,96,408,96,79,input,iTransformer,-0.7841384410858154
ETTh2,96,408,96,80,input,iTransformer,-0.6893153190612793
ETTh2,96,408,96,81,input,iTransformer,-0.40480244159698486
ETTh2,96,408,96,82,input,iTransformer,-0.17717507481575012
ETTh2,96,408,96,83,input,iTransformer,0.05040915310382843
ETTh2,96,408,96,84,input,iTransformer,0.18317025899887085
ETTh2,96,408,96,85,input,iTransformer,0.33492201566696167
ETTh2,96,408,96,86,input,iTransformer,0.48667341470718384
ETTh2,96,408,96,87,input,iTransformer,0.5246115922927856
ETTh2,96,408,96,88,input,iTransformer,0.44873562455177307
ETTh2,96,408,96,89,input,iTransformer,0.2779935598373413
ETTh2,96,408,96,90,input,iTransformer,0.1072944700717926
ETTh2,96,408,96,91,input,iTransformer,-0.025466637685894966
ETTh2,96,408,96,92,input,iTransformer,-0.10129929333925247
ETTh2,96,408,96,93,input,iTransformer,-0.15822774171829224
ETTh2,96,408,96,94,input,iTransformer,-0.1961224228143692
ETTh2,96,408,96,95,input,iTransformer,-0.23410353064537048
ETTh2,96,408,96,96,forecast,iTransformer,-0.45435425639152527
ETTh2,96,408,96,97,forecast,iTransformer,-0.5419402718544006
ETTh2,96,408,96,98,forecast,iTransformer,-0.562145471572876
ETTh2,96,408,96,99,forecast,iTransformer,-0.7059824466705322
ETTh2,96,408,96,100,forecast,iTransformer,-0.5778146386146545
ETTh2,96,408,96,101,forecast,iTransformer,-0.7160483002662659
ETTh2,96,408,96,102,forecast,iTransformer,-0.5725672245025635
ETTh2,96,408,96,103,forecast,iTransformer,-0.5591133236885071
ETTh2,96,408,96,104,forecast,iTransformer,-0.5420080423355103
ETTh2,96,408,96,105,forecast,iTransformer,-0.5106062889099121
ETTh2,96,408,96,106,forecast,iTransformer,-0.302592933177948
ETTh2,96,408,96,107,forecast,iTransformer,-0.14755800366401672
ETTh2,96,408,96,108,forecast,iTransformer,-0.09345956146717072
ETTh2,96,408,96,109,forecast,iTransformer,0.037508636713027954
ETTh2,96,408,96,110,forecast,iTransformer,-0.001098930835723877
ETTh2,96,408,96,111,forecast,iTransformer,0.05169796943664551
ETTh2,96,408,96,112,forecast,iTransformer,-0.02125874161720276
ETTh2,96,408,96,113,forecast,iTransformer,-0.07096230983734131
ETTh2,96,408,96,114,forecast,iTransformer,-0.0065506696701049805
ETTh2,96,408,96,115,forecast,iTransformer,-0.029777467250823975
ETTh2,96,408,96,116,forecast,iTransformer,-0.09164930880069733
ETTh2,96,408,96,117,forecast,iTransformer,-0.28196993470191956
ETTh2,96,408,96,118,forecast,iTransformer,-0.4230214059352875
ETTh2,96,408,96,119,forecast,iTransformer,-0.4113834798336029
ETTh2,96,408,96,120,forecast,iTransformer,-0.4568321704864502
ETTh2,96,408,96,121,forecast,iTransformer,-0.5860356688499451
ETTh2,96,408,96,122,forecast,iTransformer,-0.6256247758865356
ETTh2,96,408,96,123,forecast,iTransformer,-0.6214926838874817
ETTh2,96,408,96,124,forecast,iTransformer,-0.6776195168495178
ETTh2,96,408,96,125,forecast,iTransformer,-0.6757930517196655
ETTh2,96,408,96,126,forecast,iTransformer,-0.6287725567817688
ETTh2,96,408,96,127,forecast,iTransformer,-0.618037223815918
ETTh2,96,408,96,128,forecast,iTransformer,-0.5801526308059692
ETTh2,96,408,96,129,forecast,iTransformer,-0.39321368932724
ETTh2,96,408,96,130,forecast,iTransformer,-0.3224736452102661
ETTh2,96,408,96,131,forecast,iTransformer,-0.24654549360275269
ETTh2,96,408,96,132,forecast,iTransformer,-0.12451440095901489
ETTh2,96,408,96,133,forecast,iTransformer,-0.026562243700027466
ETTh2,96,408,96,134,forecast,iTransformer,-0.03111395239830017
ETTh2,96,408,96,135,forecast,iTransformer,-0.0566076934337616
ETTh2,96,408,96,136,forecast,iTransformer,0.11470332741737366
ETTh2,96,408,96,137,forecast,iTransformer,0.016127079725265503
ETTh2,96,408,96,138,forecast,iTransformer,0.0019119083881378174
ETTh2,96,408,96,139,forecast,iTransformer,-0.1516919732093811
ETTh2,96,408,96,140,forecast,iTransformer,-0.1427817940711975
ETTh2,96,408,96,141,forecast,iTransformer,-0.2657977044582367
ETTh2,96,408,96,142,forecast,iTransformer,-0.33152931928634644
ETTh2,96,408,96,143,forecast,iTransformer,-0.3633955121040344
ETTh2,96,408,96,144,forecast,iTransformer,-0.4733439087867737
ETTh2,96,408,96,145,forecast,iTransformer,-0.5399647355079651
ETTh2,96,408,96,146,forecast,iTransformer,-0.5955120325088501
ETTh2,96,408,96,147,forecast,iTransformer,-0.5444645881652832
ETTh2,96,408,96,148,forecast,iTransformer,-0.6598182916641235
ETTh2,96,408,96,149,forecast,iTransformer,-0.5890622138977051
ETTh2,96,408,96,150,forecast,iTransformer,-0.5232526063919067
ETTh2,96,408,96,151,forecast,iTransformer,-0.6527191400527954
ETTh2,96,408,96,152,forecast,iTransformer,-0.6222119927406311
ETTh2,96,408,96,153,forecast,iTransformer,-0.3647104501724243
ETTh2,96,408,96,154,forecast,iTransformer,-0.3811275064945221
ETTh2,96,408,96,155,forecast,iTransformer,-0.26134273409843445
ETTh2,96,408,96,156,forecast,iTransformer,-0.13772131502628326
ETTh2,96,408,96,157,forecast,iTransformer,-0.06439393758773804
ETTh2,96,408,96,158,forecast,iTransformer,-0.034232914447784424
ETTh2,96,408,96,159,forecast,iTransformer,-0.022455543279647827
ETTh2,96,408,96,160,forecast,iTransformer,0.08400079607963562
ETTh2,96,408,96,161,forecast,iTransformer,-0.01750415563583374
ETTh2,96,408,96,162,forecast,iTransformer,0.0009460151195526123
ETTh2,96,408,96,163,forecast,iTransformer,-0.1987878978252411
ETTh2,96,408,96,164,forecast,iTransformer,-0.16997013986110687
ETTh2,96,408,96,165,forecast,iTransformer,-0.16459468007087708
ETTh2,96,408,96,166,forecast,iTransformer,-0.2752670347690582
ETTh2,96,408,96,167,forecast,iTransformer,-0.42479047179222107
ETTh2,96,408,96,168,forecast,iTransformer,-0.5376330614089966
ETTh2,96,408,96,169,forecast,iTransformer,-0.594376266002655
ETTh2,96,408,96,170,forecast,iTransformer,-0.5389832258224487
ETTh2,96,408,96,171,forecast,iTransformer,-0.6494237780570984
ETTh2,96,408,96,172,forecast,iTransformer,-0.6750843524932861
ETTh2,96,408,96,173,forecast,iTransformer,-0.670863151550293
ETTh2,96,408,96,174,forecast,iTransformer,-0.7073282599449158
ETTh2,96,408,96,175,forecast,iTransformer,-0.5352381467819214
ETTh2,96,408,96,176,forecast,iTransformer,-0.43918758630752563
ETTh2,96,408,96,177,forecast,iTransformer,-0.37814390659332275
ETTh2,96,408,96,178,forecast,iTransformer,-0.23257634043693542
ETTh2,96,408,96,179,forecast,iTransformer,-0.2754237949848175
ETTh2,96,408,96,180,forecast,iTransformer,-0.13682802021503448
ETTh2,96,408,96,181,forecast,iTransformer,-0.17254462838172913
ETTh2,96,408,96,182,forecast,iTransformer,-0.03643667697906494
ETTh2,96,408,96,183,forecast,iTransformer,0.051205724477767944
ETTh2,96,408,96,184,forecast,iTransformer,-0.005178958177566528
ETTh2,96,408,96,185,forecast,iTransformer,0.06148886680603027
ETTh2,96,408,96,186,forecast,iTransformer,-0.08862254023551941
ETTh2,96,408,96,187,forecast,iTransformer,-0.08293600380420685
ETTh2,96,408,96,188,forecast,iTransformer,-0.1983610987663269
ETTh2,96,408,96,189,forecast,iTransformer,-0.19915556907653809
ETTh2,96,408,96,190,forecast,iTransformer,-0.2253705859184265
ETTh2,96,408,96,191,forecast,iTransformer,-0.5039623975753784
ETTh2,96,408,96,0,input,TimeMixer,-0.5944488644599915
ETTh2,96,408,96,1,input,TimeMixer,-0.6323868632316589
ETTh2,96,408,96,2,input,TimeMixer,-0.6323868632316589
ETTh2,96,408,96,3,input,TimeMixer,-0.6513341665267944
ETTh2,96,408,96,4,input,TimeMixer,-0.6892721652984619
ETTh2,96,408,96,5,input,TimeMixer,-0.7651479840278625
ETTh2,96,408,96,6,input,TimeMixer,-0.8031288981437683
ETTh2,96,408,96,7,input,TimeMixer,-0.8410237431526184
ETTh2,96,408,96,8,input,TimeMixer,-0.7651910781860352
ETTh2,96,408,96,9,input,TimeMixer,-0.5375204086303711
ETTh2,96,408,96,10,input,TimeMixer,-0.25305086374282837
ETTh2,96,408,96,11,input,TimeMixer,0.03141867741942406
ETTh2,96,408,96,12,input,TimeMixer,0.18317025899887085
ETTh2,96,408,96,13,input,TimeMixer,0.33492201566696167
ETTh2,96,408,96,14,input,TimeMixer,0.37281668186187744
ETTh2,96,408,96,15,input,TimeMixer,0.37281668186187744
ETTh2,96,408,96,16,input,TimeMixer,0.22115138173103333
ETTh2,96,408,96,17,input,TimeMixer,0.12628494203090668
ETTh2,96,408,96,18,input,TimeMixer,0.03141867741942406
ETTh2,96,408,96,19,input,TimeMixer,-0.12024662643671036
ETTh2,96,408,96,20,input,TimeMixer,-0.27199819684028625
ETTh2,96,408,96,21,input,TimeMixer,-0.3668646514415741
ETTh2,96,408,96,22,input,TimeMixer,-0.4237499535083771
ETTh2,96,408,96,23,input,TimeMixer,-0.4237499535083771
ETTh2,96,408,96,24,input,TimeMixer,-0.4617308974266052
ETTh2,96,408,96,25,input,TimeMixer,-0.4617308974266052
ETTh2,96,408,96,26,input,TimeMixer,-0.4996257424354553
ETTh2,96,408,96,27,input,TimeMixer,-0.5375204086303711
ETTh2,96,408,96,28,input,TimeMixer,-0.575501561164856
ETTh2,96,408,96,29,input,TimeMixer,-0.6133962273597717
ETTh2,96,408,96,30,input,TimeMixer,-0.6513773202896118
ETTh2,96,408,96,31,input,TimeMixer,-0.6703246831893921
ETTh2,96,408,96,32,input,TimeMixer,-0.6703246831893921
ETTh2,96,408,96,33,input,TimeMixer,-0.5185731053352356
ETTh2,96,408,96,34,input,TimeMixer,-0.3668646514415741
ETTh2,96,408,96,35,input,TimeMixer,-0.29098886251449585
ETTh2,96,408,96,36,input,TimeMixer,-0.1961224228143692
ETTh2,96,408,96,37,input,TimeMixer,-0.12024662643671036
ETTh2,96,408,96,38,input,TimeMixer,-0.04445711150765419
ETTh2,96,408,96,39,input,TimeMixer,0.05040915310382843
ETTh2,96,408,96,40,input,TimeMixer,0.10733760893344879
ETTh2,96,408,96,41,input,TimeMixer,0.06939979642629623
ETTh2,96,408,96,42,input,TimeMixer,-0.04445711150765419
ETTh2,96,408,96,43,input,TimeMixer,-0.12024662643671036
ETTh2,96,408,96,44,input,TimeMixer,-0.1961224228143692
ETTh2,96,408,96,45,input,TimeMixer,-0.23410353064537048
ETTh2,96,408,96,46,input,TimeMixer,-0.30997931957244873
ETTh2,96,408,96,47,input,TimeMixer,-0.34787416458129883
ETTh2,96,408,96,48,input,TimeMixer,-0.3668646514415741
ETTh2,96,408,96,49,input,TimeMixer,-0.385855108499527
ETTh2,96,408,96,50,input,TimeMixer,-0.4237499535083771
ETTh2,96,408,96,51,input,TimeMixer,-0.44274044036865234
ETTh2,96,408,96,52,input,TimeMixer,-0.48067840933799744
ETTh2,96,408,96,53,input,TimeMixer,-0.5375204086303711
ETTh2,96,408,96,54,input,TimeMixer,-0.575501561164856
ETTh2,96,408,96,55,input,TimeMixer,-0.6323868632316589
ETTh2,96,408,96,56,input,TimeMixer,-0.6323868632316589
ETTh2,96,408,96,57,input,TimeMixer,-0.44274044036865234
ETTh2,96,408,96,58,input,TimeMixer,-0.1961655616760254
ETTh2,96,408,96,59,input,TimeMixer,0.08834712952375412
ETTh2,96,408,96,60,input,TimeMixer,0.2779935598373413
ETTh2,96,408,96,61,input,TimeMixer,0.5246115922927856
ETTh2,96,408,96,62,input,TimeMixer,0.6573293805122375
ETTh2,96,408,96,63,input,TimeMixer,0.6383821964263916
ETTh2,96,408,96,64,input,TimeMixer,0.5246115922927856
ETTh2,96,408,96,65,input,TimeMixer,0.3918071687221527
ETTh2,96,408,96,66,input,TimeMixer,0.22115138173103333
ETTh2,96,408,96,67,input,TimeMixer,0.08834712952375412
ETTh2,96,408,96,68,input,TimeMixer,-0.006475997157394886
ETTh2,96,408,96,69,input,TimeMixer,-0.12024662643671036
ETTh2,96,408,96,70,input,TimeMixer,-0.17717507481575012
ETTh2,96,408,96,71,input,TimeMixer,-0.25305086374282837
ETTh2,96,408,96,72,input,TimeMixer,-0.29098886251449585
ETTh2,96,408,96,73,input,TimeMixer,-0.3289266526699066
ETTh2,96,408,96,74,input,TimeMixer,-0.40480244159698486
ETTh2,96,408,96,75,input,TimeMixer,-0.48067840933799744
ETTh2,96,408,96,76,input,TimeMixer,-0.575501561164856
ETTh2,96,408,96,77,input,TimeMixer,-0.6703246831893921
ETTh2,96,408,96,78,input,TimeMixer,-0.746200442314148
