dataset,horizon,origin,phase,step,series,value
ETTm1,720,1065,forecast,608,Ground truth,8.230999946594238
ETTm1,720,1065,forecast,609,Ground truth,8.51200008392334
ETTm1,720,1065,forecast,610,Ground truth,8.300999641418457
ETTm1,720,1065,forecast,611,Ground truth,8.15999984741211
ETTm1,720,1065,forecast,612,Ground truth,8.51200008392334
ETTm1,720,1065,forecast,613,Ground truth,9.21500015258789
ETTm1,720,1065,forecast,614,Ground truth,9.567000389099121
ETTm1,720,1065,forecast,615,Ground truth,9.848999977111816
ETTm1,720,1065,forecast,616,Ground truth,9.777999877929688
ETTm1,720,1065,forecast,617,Ground truth,9.777999877929688
ETTm1,720,1065,forecast,618,Ground truth,10.0600004196167
ETTm1,720,1065,forecast,619,Ground truth,9.145000457763672
ETTm1,720,1065,forecast,620,Ground truth,9.355999946594238
ETTm1,720,1065,forecast,621,Ground truth,9.355999946594238
ETTm1,720,1065,forecast,622,Ground truth,9.425999641418457
ETTm1,720,1065,forecast,623,Ground truth,8.86400032043457
ETTm1,720,1065,forecast,624,Ground truth,9.074999809265137
ETTm1,720,1065,forecast,625,Ground truth,8.934000015258789
ETTm1,720,1065,forecast,626,Ground truth,9.074999809265137
ETTm1,720,1065,forecast,627,Ground truth,8.86400032043457
ETTm1,720,1065,forecast,628,Ground truth,8.581999778747559
ETTm1,720,1065,forecast,629,Ground truth,9.074999809265137
ETTm1,720,1065,forecast,630,Ground truth,9.28600025177002
ETTm1,720,1065,forecast,631,Ground truth,9.074999809265137
ETTm1,720,1065,forecast,632,Ground truth,9.074999809265137
ETTm1,720,1065,forecast,633,Ground truth,8.86400032043457
ETTm1,720,1065,forecast,634,Ground truth,8.581999778747559
ETTm1,720,1065,forecast,635,Ground truth,9.28600025177002
ETTm1,720,1065,forecast,636,Ground truth,9.496999740600586
ETTm1,720,1065,forecast,637,Ground truth,9.355999946594238
ETTm1,720,1065,forecast,638,Ground truth,9.425999641418457
ETTm1,720,1065,forecast,639,Ground truth,9.425999641418457
ETTm1,720,1065,forecast,640,Ground truth,9.074999809265137
ETTm1,720,1065,forecast,641,Ground truth,8.722999572753906
ETTm1,720,1065,forecast,642,Ground truth,8.934000015258789
ETTm1,720,1065,forecast,643,Ground truth,8.371000289916992
ETTm1,720,1065,forecast,644,Ground truth,8.442000389099121
ETTm1,720,1065,forecast,645,Ground truth,8.442000389099121
ETTm1,720,1065,forecast,646,Ground truth,8.442000389099121
ETTm1,720,1065,forecast,647,Ground truth,7.878999710083008
ETTm1,720,1065,forecast,648,Ground truth,8.020000457763672
ETTm1,720,1065,forecast,649,Ground truth,7.878999710083008
ETTm1,720,1065,forecast,650,Ground truth,7.948999404907227
ETTm1,720,1065,forecast,651,Ground truth,7.668000221252441
ETTm1,720,1065,forecast,652,Ground truth,8.15999984741211
ETTm1,720,1065,forecast,653,Ground truth,7.948999404907227
ETTm1,720,1065,forecast,654,Ground truth,8.371000289916992
ETTm1,720,1065,forecast,655,Ground truth,8.300999641418457
ETTm1,720,1065,forecast,656,Ground truth,8.230999946594238
ETTm1,720,1065,forecast,657,Ground truth,8.581999778747559
ETTm1,720,1065,forecast,658,Ground truth,8.09000015258789
ETTm1,720,1065,forecast,659,Ground truth,8.371000289916992
ETTm1,720,1065,forecast,660,Ground truth,8.442000389099121
ETTm1,720,1065,forecast,661,Ground truth,8.300999641418457
ETTm1,720,1065,forecast,662,Ground truth,8.51200008392334
ETTm1,720,1065,forecast,663,Ground truth,8.230999946594238
ETTm1,720,1065,forecast,664,Ground truth,8.020000457763672
ETTm1,720,1065,forecast,665,Ground truth,7.878999710083008
ETTm1,720,1065,forecast,666,Ground truth,7.878999710083008
ETTm1,720,1065,forecast,667,Ground truth,7.878999710083008
ETTm1,720,1065,forecast,668,Ground truth,8.09000015258789
ETTm1,720,1065,forecast,669,Ground truth,8.15999984741211
ETTm1,720,1065,forecast,670,Ground truth,7.668000221252441
ETTm1,720,1065,forecast,671,Ground truth,7.315999984741211
ETTm1,720,1065,forecast,672,Ground truth,7.1050004959106445
ETTm1,720,1065,forecast,673,Ground truth,6.9639997482299805
ETTm1,720,1065,forecast,674,Ground truth,6.824000358581543
ETTm1,720,1065,forecast,675,Ground truth,6.752999305725098
ETTm1,720,1065,forecast,676,Ground truth,6.613000869750977
ETTm1,720,1065,forecast,677,Ground truth,6.824000358581543
ETTm1,720,1065,forecast,678,Ground truth,6.752999305725098
ETTm1,720,1065,forecast,679,Ground truth,6.613000869750977
ETTm1,720,1065,forecast,680,Ground truth,6.261000633239746
ETTm1,720,1065,forecast,681,Ground truth,6.261000633239746
ETTm1,720,1065,forecast,682,Ground truth,5.979000091552734
ETTm1,720,1065,forecast,683,Ground truth,5.979000091552734
ETTm1,720,1065,forecast,684,Ground truth,5.697999954223633
ETTm1,720,1065,forecast,685,Ground truth,5.909000396728516
ETTm1,720,1065,forecast,686,Ground truth,5.697999954223633
ETTm1,720,1065,forecast,687,Ground truth,5.627999305725098
ETTm1,720,1065,forecast,688,Ground truth,5.557000160217285
ETTm1,720,1065,forecast,689,Ground truth,5.767999649047852
ETTm1,720,1065,forecast,690,Ground truth,5.979000091552734
ETTm1,720,1065,forecast,691,Ground truth,5.627999305725098
ETTm1,720,1065,forecast,692,Ground truth,6.050000190734863
ETTm1,720,1065,forecast,693,Ground truth,6.119999885559082
ETTm1,720,1065,forecast,694,Ground truth,5.697999954223633
ETTm1,720,1065,forecast,695,Ground truth,6.050000190734863
ETTm1,720,1065,forecast,696,Ground truth,5.839000701904297
ETTm1,720,1065,forecast,697,Ground truth,6.050000190734863
ETTm1,720,1065,forecast,698,Ground truth,5.909000396728516
ETTm1,720,1065,forecast,699,Ground truth,6.261000633239746
ETTm1,720,1065,forecast,700,Ground truth,6.261000633239746
ETTm1,720,1065,forecast,701,Ground truth,6.331000328063965
ETTm1,720,1065,forecast,702,Ground truth,6.683000564575195
ETTm1,720,1065,forecast,703,Ground truth,7.034999847412109
ETTm1,720,1065,forecast,704,Ground truth,7.034999847412109
ETTm1,720,1065,forecast,705,Ground truth,7.315999984741211
ETTm1,720,1065,forecast,706,Ground truth,7.1050004959106445
ETTm1,720,1065,forecast,707,Ground truth,7.1050004959106445
ETTm1,720,1065,forecast,708,Ground truth,7.1050004959106445
ETTm1,720,1065,forecast,709,Ground truth,7.456999778747559
ETTm1,720,1065,forecast,710,Ground truth,7.73799991607666
ETTm1,720,1065,forecast,711,Ground truth,7.73799991607666
ETTm1,720,1065,forecast,712,Ground truth,8.020000457763672
ETTm1,720,1065,forecast,713,Ground truth,8.020000457763672
ETTm1,720,1065,forecast,714,Ground truth,8.371000289916992
ETTm1,720,1065,forecast,715,Ground truth,9.496999740600586
ETTm1,720,1065,forecast,716,Ground truth,9.074999809265137
ETTm1,720,1065,forecast,717,Ground truth,8.51200008392334
ETTm1,720,1065,forecast,718,Ground truth,8.86400032043457
ETTm1,720,1065,forecast,719,Ground truth,8.722999572753906
ETTm1,720,1065,forecast,0,TimeRole,7.426103591918945
ETTm1,720,1065,forecast,1,TimeRole,7.605401992797852
ETTm1,720,1065,forecast,2,TimeRole,7.685035705566406
ETTm1,720,1065,forecast,3,TimeRole,7.979395866394043
ETTm1,720,1065,forecast,4,TimeRole,7.976581573486328
ETTm1,720,1065,forecast,5,TimeRole,8.081364631652832
ETTm1,720,1065,forecast,6,TimeRole,8.138060569763184
ETTm1,720,1065,forecast,7,TimeRole,7.994175910949707
ETTm1,720,1065,forecast,8,TimeRole,8.014778137207031
ETTm1,720,1065,forecast,9,TimeRole,8.012866973876953
ETTm1,720,1065,forecast,10,TimeRole,8.177224159240723
ETTm1,720,1065,forecast,11,TimeRole,8.224395751953125
ETTm1,720,1065,forecast,12,TimeRole,8.19645881652832
ETTm1,720,1065,forecast,13,TimeRole,8.24355697631836
ETTm1,720,1065,forecast,14,TimeRole,8.351369857788086
ETTm1,720,1065,forecast,15,TimeRole,8.43122386932373
ETTm1,720,1065,forecast,16,TimeRole,8.46001148223877
ETTm1,720,1065,forecast,17,TimeRole,8.593146324157715
ETTm1,720,1065,forecast,18,TimeRole,8.69256591796875
ETTm1,720,1065,forecast,19,TimeRole,8.793696403503418
ETTm1,720,1065,forecast,20,TimeRole,8.795374870300293
ETTm1,720,1065,forecast,21,TimeRole,8.811588287353516
ETTm1,720,1065,forecast,22,TimeRole,8.868812561035156
ETTm1,720,1065,forecast,23,TimeRole,8.925227165222168
ETTm1,720,1065,forecast,24,TimeRole,8.965070724487305
ETTm1,720,1065,forecast,25,TimeRole,8.98173713684082
ETTm1,720,1065,forecast,26,TimeRole,9.0319185256958
ETTm1,720,1065,forecast,27,TimeRole,9.0118989944458
ETTm1,720,1065,forecast,28,TimeRole,9.129927635192871
ETTm1,720,1065,forecast,29,TimeRole,9.230117797851562
ETTm1,720,1065,forecast,30,TimeRole,9.253094673156738
ETTm1,720,1065,forecast,31,TimeRole,9.411787986755371
ETTm1,720,1065,forecast,32,TimeRole,9.518973350524902
ETTm1,720,1065,forecast,33,TimeRole,9.461912155151367
ETTm1,720,1065,forecast,34,TimeRole,9.585953712463379
ETTm1,720,1065,forecast,35,TimeRole,9.500493049621582
ETTm1,720,1065,forecast,36,TimeRole,9.673643112182617
ETTm1,720,1065,forecast,37,TimeRole,9.559877395629883
ETTm1,720,1065,forecast,38,TimeRole,9.69331169128418
ETTm1,720,1065,forecast,39,TimeRole,9.67171859741211
ETTm1,720,1065,forecast,40,TimeRole,9.997177124023438
ETTm1,720,1065,forecast,41,TimeRole,10.23939323425293
ETTm1,720,1065,forecast,42,TimeRole,10.110369682312012
ETTm1,720,1065,forecast,43,TimeRole,10.275280952453613
ETTm1,720,1065,forecast,44,TimeRole,10.409570693969727
ETTm1,720,1065,forecast,45,TimeRole,10.241074562072754
ETTm1,720,1065,forecast,46,TimeRole,10.221085548400879
ETTm1,720,1065,forecast,47,TimeRole,10.363526344299316
ETTm1,720,1065,forecast,48,TimeRole,10.158059120178223
ETTm1,720,1065,forecast,49,TimeRole,10.079426765441895
ETTm1,720,1065,forecast,50,TimeRole,9.850663185119629
ETTm1,720,1065,forecast,51,TimeRole,10.116847038269043
ETTm1,720,1065,forecast,52,TimeRole,9.897025108337402
ETTm1,720,1065,forecast,53,TimeRole,9.70409107208252
ETTm1,720,1065,forecast,54,TimeRole,9.705121994018555
ETTm1,720,1065,forecast,55,TimeRole,9.847829818725586
ETTm1,720,1065,forecast,56,TimeRole,9.79443359375
ETTm1,720,1065,forecast,57,TimeRole,9.900461196899414
ETTm1,720,1065,forecast,58,TimeRole,9.780488014221191
ETTm1,720,1065,forecast,59,TimeRole,9.775609970092773
ETTm1,720,1065,forecast,60,TimeRole,9.737838745117188
ETTm1,720,1065,forecast,61,TimeRole,9.671468734741211
ETTm1,720,1065,forecast,62,TimeRole,9.544829368591309
ETTm1,720,1065,forecast,63,TimeRole,9.475305557250977
ETTm1,720,1065,forecast,64,TimeRole,9.381114959716797
ETTm1,720,1065,forecast,65,TimeRole,9.428321838378906
ETTm1,720,1065,forecast,66,TimeRole,9.325901985168457
ETTm1,720,1065,forecast,67,TimeRole,9.329460144042969
ETTm1,720,1065,forecast,68,TimeRole,9.246996879577637
ETTm1,720,1065,forecast,69,TimeRole,9.22921085357666
ETTm1,720,1065,forecast,70,TimeRole,9.317911148071289
ETTm1,720,1065,forecast,71,TimeRole,9.087708473205566
ETTm1,720,1065,forecast,72,TimeRole,9.292304039001465
ETTm1,720,1065,forecast,73,TimeRole,9.074413299560547
ETTm1,720,1065,forecast,74,TimeRole,8.957012176513672
ETTm1,720,1065,forecast,75,TimeRole,8.960450172424316
ETTm1,720,1065,forecast,76,TimeRole,8.996721267700195
ETTm1,720,1065,forecast,77,TimeRole,8.79283332824707
ETTm1,720,1065,forecast,78,TimeRole,8.775485038757324
ETTm1,720,1065,forecast,79,TimeRole,8.680434226989746
ETTm1,720,1065,forecast,80,TimeRole,8.589540481567383
ETTm1,720,1065,forecast,81,TimeRole,8.601495742797852
ETTm1,720,1065,forecast,82,TimeRole,8.581172943115234
ETTm1,720,1065,forecast,83,TimeRole,8.476825714111328
ETTm1,720,1065,forecast,84,TimeRole,8.467598915100098
ETTm1,720,1065,forecast,85,TimeRole,8.60173225402832
ETTm1,720,1065,forecast,86,TimeRole,8.42495059967041
ETTm1,720,1065,forecast,87,TimeRole,8.525716781616211
ETTm1,720,1065,forecast,88,TimeRole,8.54677963256836
ETTm1,720,1065,forecast,89,TimeRole,8.389067649841309
ETTm1,720,1065,forecast,90,TimeRole,8.272602081298828
ETTm1,720,1065,forecast,91,TimeRole,8.27379035949707
ETTm1,720,1065,forecast,92,TimeRole,8.387982368469238
ETTm1,720,1065,forecast,93,TimeRole,8.220027923583984
ETTm1,720,1065,forecast,94,TimeRole,8.251384735107422
ETTm1,720,1065,forecast,95,TimeRole,8.350878715515137
ETTm1,720,1065,forecast,96,TimeRole,8.38017749786377
ETTm1,720,1065,forecast,97,TimeRole,8.551298141479492
ETTm1,720,1065,forecast,98,TimeRole,8.607608795166016
ETTm1,720,1065,forecast,99,TimeRole,8.692349433898926
ETTm1,720,1065,forecast,100,TimeRole,8.831626892089844
ETTm1,720,1065,forecast,101,TimeRole,8.949263572692871
ETTm1,720,1065,forecast,102,TimeRole,9.00617790222168
ETTm1,720,1065,forecast,103,TimeRole,8.949135780334473
ETTm1,720,1065,forecast,104,TimeRole,8.845405578613281
ETTm1,720,1065,forecast,105,TimeRole,8.769001960754395
ETTm1,720,1065,forecast,106,TimeRole,8.863027572631836
ETTm1,720,1065,forecast,107,TimeRole,8.726585388183594
ETTm1,720,1065,forecast,108,TimeRole,8.778340339660645
ETTm1,720,1065,forecast,109,TimeRole,8.90762996673584
ETTm1,720,1065,forecast,110,TimeRole,9.01380729675293
ETTm1,720,1065,forecast,111,TimeRole,9.09794807434082
ETTm1,720,1065,forecast,112,TimeRole,9.12552547454834
ETTm1,720,1065,forecast,113,TimeRole,9.228452682495117
ETTm1,720,1065,forecast,114,TimeRole,9.12822151184082
ETTm1,720,1065,forecast,115,TimeRole,9.159234046936035
ETTm1,720,1065,forecast,116,TimeRole,9.223489761352539
ETTm1,720,1065,forecast,117,TimeRole,9.141840934753418
ETTm1,720,1065,forecast,118,TimeRole,9.284852027893066
ETTm1,720,1065,forecast,119,TimeRole,9.159126281738281
ETTm1,720,1065,forecast,120,TimeRole,9.20232105255127
ETTm1,720,1065,forecast,121,TimeRole,9.208203315734863
ETTm1,720,1065,forecast,122,TimeRole,9.3056058883667
ETTm1,720,1065,forecast,123,TimeRole,9.250292778015137
ETTm1,720,1065,forecast,124,TimeRole,9.472748756408691
ETTm1,720,1065,forecast,125,TimeRole,9.508413314819336
ETTm1,720,1065,forecast,126,TimeRole,9.66309642791748
ETTm1,720,1065,forecast,127,TimeRole,9.615694999694824
ETTm1,720,1065,forecast,128,TimeRole,9.618021965026855
ETTm1,720,1065,forecast,129,TimeRole,9.584094047546387
ETTm1,720,1065,forecast,130,TimeRole,9.660989761352539
ETTm1,720,1065,forecast,131,TimeRole,9.627568244934082
ETTm1,720,1065,forecast,132,TimeRole,9.889500617980957
ETTm1,720,1065,forecast,133,TimeRole,9.790060043334961
ETTm1,720,1065,forecast,134,TimeRole,9.900555610656738
ETTm1,720,1065,forecast,135,TimeRole,9.963423728942871
ETTm1,720,1065,forecast,136,TimeRole,10.114121437072754
ETTm1,720,1065,forecast,137,TimeRole,10.128495216369629
ETTm1,720,1065,forecast,138,TimeRole,10.166855812072754
ETTm1,720,1065,forecast,139,TimeRole,10.313328742980957
ETTm1,720,1065,forecast,140,TimeRole,10.40699577331543
ETTm1,720,1065,forecast,141,TimeRole,10.47541618347168
ETTm1,720,1065,forecast,142,TimeRole,10.414861679077148
ETTm1,720,1065,forecast,143,TimeRole,10.307258605957031
ETTm1,720,1065,forecast,144,TimeRole,10.375669479370117
ETTm1,720,1065,forecast,145,TimeRole,10.265687942504883
ETTm1,720,1065,forecast,146,TimeRole,10.052851676940918
ETTm1,720,1065,forecast,147,TimeRole,10.06991195678711
ETTm1,720,1065,forecast,148,TimeRole,10.1765775680542
ETTm1,720,1065,forecast,149,TimeRole,10.178315162658691
ETTm1,720,1065,forecast,150,TimeRole,9.983817100524902
ETTm1,720,1065,forecast,151,TimeRole,9.900066375732422
ETTm1,720,1065,forecast,152,TimeRole,10.04151725769043
ETTm1,720,1065,forecast,153,TimeRole,9.979570388793945
ETTm1,720,1065,forecast,154,TimeRole,10.03722095489502
ETTm1,720,1065,forecast,155,TimeRole,10.03678035736084
ETTm1,720,1065,forecast,156,TimeRole,9.999515533447266
ETTm1,720,1065,forecast,157,TimeRole,9.793851852416992
ETTm1,720,1065,forecast,158,TimeRole,9.703266143798828
ETTm1,720,1065,forecast,159,TimeRole,9.630204200744629
ETTm1,720,1065,forecast,160,TimeRole,9.453743934631348
ETTm1,720,1065,forecast,161,TimeRole,9.3570556640625
ETTm1,720,1065,forecast,162,TimeRole,9.187594413757324
ETTm1,720,1065,forecast,163,TimeRole,9.34200668334961
ETTm1,720,1065,forecast,164,TimeRole,9.251866340637207
ETTm1,720,1065,forecast,165,TimeRole,9.16494369506836
ETTm1,720,1065,forecast,166,TimeRole,9.192651748657227
ETTm1,720,1065,forecast,167,TimeRole,8.979475021362305
ETTm1,720,1065,forecast,168,TimeRole,8.962727546691895
ETTm1,720,1065,forecast,169,TimeRole,9.040879249572754
ETTm1,720,1065,forecast,170,TimeRole,9.062708854675293
ETTm1,720,1065,forecast,171,TimeRole,9.008874893188477
ETTm1,720,1065,forecast,172,TimeRole,8.838618278503418
ETTm1,720,1065,forecast,173,TimeRole,8.694230079650879
ETTm1,720,1065,forecast,174,TimeRole,8.688060760498047
ETTm1,720,1065,forecast,175,TimeRole,8.732839584350586
ETTm1,720,1065,forecast,176,TimeRole,8.726507186889648
ETTm1,720,1065,forecast,177,TimeRole,8.751530647277832
ETTm1,720,1065,forecast,178,TimeRole,8.576774597167969
ETTm1,720,1065,forecast,179,TimeRole,8.630054473876953
ETTm1,720,1065,forecast,180,TimeRole,8.577994346618652
ETTm1,720,1065,forecast,181,TimeRole,8.706782341003418
ETTm1,720,1065,forecast,182,TimeRole,8.687862396240234
ETTm1,720,1065,forecast,183,TimeRole,8.491096496582031
ETTm1,720,1065,forecast,184,TimeRole,8.597909927368164
ETTm1,720,1065,forecast,185,TimeRole,8.37205982208252
ETTm1,720,1065,forecast,186,TimeRole,8.460426330566406
ETTm1,720,1065,forecast,187,TimeRole,8.400909423828125
ETTm1,720,1065,forecast,188,TimeRole,8.335275650024414
ETTm1,720,1065,forecast,189,TimeRole,8.463326454162598
ETTm1,720,1065,forecast,190,TimeRole,8.490642547607422
ETTm1,720,1065,forecast,191,TimeRole,8.644152641296387
ETTm1,720,1065,forecast,192,TimeRole,8.71237850189209
ETTm1,720,1065,forecast,193,TimeRole,9.068735122680664
ETTm1,720,1065,forecast,194,TimeRole,9.133891105651855
ETTm1,720,1065,forecast,195,TimeRole,9.109439849853516
ETTm1,720,1065,forecast,196,TimeRole,9.107319831848145
ETTm1,720,1065,forecast,197,TimeRole,9.171011924743652
ETTm1,720,1065,forecast,198,TimeRole,9.185510635375977
ETTm1,720,1065,forecast,199,TimeRole,9.155776977539062
ETTm1,720,1065,forecast,200,TimeRole,9.283513069152832
ETTm1,720,1065,forecast,201,TimeRole,9.098398208618164
ETTm1,720,1065,forecast,202,TimeRole,9.009356498718262
ETTm1,720,1065,forecast,203,TimeRole,9.037633895874023
ETTm1,720,1065,forecast,204,TimeRole,9.223204612731934
ETTm1,720,1065,forecast,205,TimeRole,9.274035453796387
ETTm1,720,1065,forecast,206,TimeRole,9.150876998901367
ETTm1,720,1065,forecast,207,TimeRole,9.304758071899414
ETTm1,720,1065,forecast,208,TimeRole,9.37908935546875
ETTm1,720,1065,forecast,209,TimeRole,9.419148445129395
ETTm1,720,1065,forecast,210,TimeRole,9.449503898620605
ETTm1,720,1065,forecast,211,TimeRole,9.350772857666016
ETTm1,720,1065,forecast,212,TimeRole,9.557811737060547
ETTm1,720,1065,forecast,213,TimeRole,9.523455619812012
ETTm1,720,1065,forecast,214,TimeRole,9.362203598022461
ETTm1,720,1065,forecast,215,TimeRole,9.337569236755371
ETTm1,720,1065,forecast,216,TimeRole,9.462284088134766
ETTm1,720,1065,forecast,217,TimeRole,9.59389591217041
ETTm1,720,1065,forecast,218,TimeRole,9.422624588012695
ETTm1,720,1065,forecast,219,TimeRole,9.328557968139648
ETTm1,720,1065,forecast,220,TimeRole,9.598265647888184
ETTm1,720,1065,forecast,221,TimeRole,9.57175350189209
ETTm1,720,1065,forecast,222,TimeRole,9.731040954589844
ETTm1,720,1065,forecast,223,TimeRole,9.703165054321289
ETTm1,720,1065,forecast,224,TimeRole,9.644493103027344
ETTm1,720,1065,forecast,225,TimeRole,9.721261024475098
ETTm1,720,1065,forecast,226,TimeRole,9.692132949829102
ETTm1,720,1065,forecast,227,TimeRole,9.861741065979004
ETTm1,720,1065,forecast,228,TimeRole,9.851252555847168
ETTm1,720,1065,forecast,229,TimeRole,10.09140396118164
ETTm1,720,1065,forecast,230,TimeRole,9.992321014404297
ETTm1,720,1065,forecast,231,TimeRole,10.218433380126953
ETTm1,720,1065,forecast,232,TimeRole,10.351198196411133
ETTm1,720,1065,forecast,233,TimeRole,10.307031631469727
ETTm1,720,1065,forecast,234,TimeRole,10.534862518310547
ETTm1,720,1065,forecast,235,TimeRole,10.598785400390625
ETTm1,720,1065,forecast,236,TimeRole,10.66229248046875
ETTm1,720,1065,forecast,237,TimeRole,10.740745544433594
ETTm1,720,1065,forecast,238,TimeRole,10.60024356842041
ETTm1,720,1065,forecast,239,TimeRole,10.651165962219238
ETTm1,720,1065,forecast,240,TimeRole,10.433751106262207
ETTm1,720,1065,forecast,241,TimeRole,10.501036643981934
ETTm1,720,1065,forecast,242,TimeRole,10.462471008300781
ETTm1,720,1065,forecast,243,TimeRole,10.329266548156738
ETTm1,720,1065,forecast,244,TimeRole,10.313304901123047
ETTm1,720,1065,forecast,245,TimeRole,10.371671676635742
ETTm1,720,1065,forecast,246,TimeRole,10.341019630432129
ETTm1,720,1065,forecast,247,TimeRole,10.202539443969727
ETTm1,720,1065,forecast,248,TimeRole,10.192246437072754
ETTm1,720,1065,forecast,249,TimeRole,10.08031940460205
ETTm1,720,1065,forecast,250,TimeRole,10.116785049438477
ETTm1,720,1065,forecast,251,TimeRole,10.119630813598633
ETTm1,720,1065,forecast,252,TimeRole,10.097829818725586
ETTm1,720,1065,forecast,253,TimeRole,9.9313325881958
ETTm1,720,1065,forecast,254,TimeRole,9.75228500366211
ETTm1,720,1065,forecast,255,TimeRole,9.666608810424805
ETTm1,720,1065,forecast,256,TimeRole,9.580405235290527
ETTm1,720,1065,forecast,257,TimeRole,9.61383056640625
ETTm1,720,1065,forecast,258,TimeRole,9.528264999389648
ETTm1,720,1065,forecast,259,TimeRole,9.550382614135742
ETTm1,720,1065,forecast,260,TimeRole,9.690781593322754
ETTm1,720,1065,forecast,261,TimeRole,9.541634559631348
ETTm1,720,1065,forecast,262,TimeRole,9.508519172668457
ETTm1,720,1065,forecast,263,TimeRole,9.617267608642578
ETTm1,720,1065,forecast,264,TimeRole,9.435090065002441
ETTm1,720,1065,forecast,265,TimeRole,9.53100299835205
ETTm1,720,1065,forecast,266,TimeRole,9.43852710723877
ETTm1,720,1065,forecast,267,TimeRole,9.4020414352417
ETTm1,720,1065,forecast,268,TimeRole,9.292901039123535
ETTm1,720,1065,forecast,269,TimeRole,9.179136276245117
ETTm1,720,1065,forecast,270,TimeRole,9.271136283874512
ETTm1,720,1065,forecast,271,TimeRole,9.067347526550293
ETTm1,720,1065,forecast,272,TimeRole,9.073463439941406
ETTm1,720,1065,forecast,273,TimeRole,9.1707181930542
ETTm1,720,1065,forecast,274,TimeRole,8.932103157043457
ETTm1,720,1065,forecast,275,TimeRole,8.931852340698242
ETTm1,720,1065,forecast,276,TimeRole,9.149768829345703
ETTm1,720,1065,forecast,277,TimeRole,8.958600044250488
ETTm1,720,1065,forecast,278,TimeRole,8.89132308959961
ETTm1,720,1065,forecast,279,TimeRole,8.800849914550781
ETTm1,720,1065,forecast,280,TimeRole,8.911903381347656
ETTm1,720,1065,forecast,281,TimeRole,8.964088439941406
ETTm1,720,1065,forecast,282,TimeRole,8.753384590148926
ETTm1,720,1065,forecast,283,TimeRole,8.746491432189941
ETTm1,720,1065,forecast,284,TimeRole,8.780213356018066
ETTm1,720,1065,forecast,285,TimeRole,8.729595184326172
ETTm1,720,1065,forecast,286,TimeRole,9.01707935333252
ETTm1,720,1065,forecast,287,TimeRole,9.101595878601074
ETTm1,720,1065,forecast,288,TimeRole,9.167713165283203
ETTm1,720,1065,forecast,289,TimeRole,9.253273010253906
ETTm1,720,1065,forecast,290,TimeRole,9.446734428405762
ETTm1,720,1065,forecast,291,TimeRole,9.31509017944336
ETTm1,720,1065,forecast,292,TimeRole,9.417264938354492
ETTm1,720,1065,forecast,293,TimeRole,9.494776725769043
ETTm1,720,1065,forecast,294,TimeRole,9.576244354248047
ETTm1,720,1065,forecast,295,TimeRole,9.368287086486816
ETTm1,720,1065,forecast,296,TimeRole,9.379819869995117
ETTm1,720,1065,forecast,297,TimeRole,9.243447303771973
ETTm1,720,1065,forecast,298,TimeRole,9.229671478271484
ETTm1,720,1065,forecast,299,TimeRole,9.179879188537598
ETTm1,720,1065,forecast,300,TimeRole,9.457582473754883
ETTm1,720,1065,forecast,301,TimeRole,9.487550735473633
ETTm1,720,1065,forecast,302,TimeRole,9.28707504272461
ETTm1,720,1065,forecast,303,TimeRole,9.369060516357422
ETTm1,720,1065,forecast,304,TimeRole,9.534883499145508
ETTm1,720,1065,forecast,305,TimeRole,9.586224555969238
ETTm1,720,1065,forecast,306,TimeRole,9.631490707397461
ETTm1,720,1065,forecast,307,TimeRole,9.484023094177246
ETTm1,720,1065,forecast,308,TimeRole,9.563034057617188
ETTm1,720,1065,forecast,309,TimeRole,9.421634674072266
ETTm1,720,1065,forecast,310,TimeRole,9.47756290435791
ETTm1,720,1065,forecast,311,TimeRole,9.62414264678955
ETTm1,720,1065,forecast,312,TimeRole,9.58686351776123
ETTm1,720,1065,forecast,313,TimeRole,9.581196784973145
ETTm1,720,1065,forecast,314,TimeRole,9.49289608001709
ETTm1,720,1065,forecast,315,TimeRole,9.536955833435059
ETTm1,720,1065,forecast,316,TimeRole,9.55626106262207
ETTm1,720,1065,forecast,317,TimeRole,9.736127853393555
ETTm1,720,1065,forecast,318,TimeRole,9.768228530883789
ETTm1,720,1065,forecast,319,TimeRole,9.692362785339355
ETTm1,720,1065,forecast,320,TimeRole,9.927519798278809
ETTm1,720,1065,forecast,321,TimeRole,9.703032493591309
ETTm1,720,1065,forecast,322,TimeRole,9.898773193359375
ETTm1,720,1065,forecast,323,TimeRole,10.00558853149414
ETTm1,720,1065,forecast,324,TimeRole,9.791362762451172
ETTm1,720,1065,forecast,325,TimeRole,10.046029090881348
ETTm1,720,1065,forecast,326,TimeRole,10.042594909667969
ETTm1,720,1065,forecast,327,TimeRole,10.133094787597656
ETTm1,720,1065,forecast,328,TimeRole,10.30907154083252
ETTm1,720,1065,forecast,329,TimeRole,10.371926307678223
ETTm1,720,1065,forecast,330,TimeRole,10.430809020996094
ETTm1,720,1065,forecast,331,TimeRole,10.48947811126709
ETTm1,720,1065,forecast,332,TimeRole,10.719374656677246
ETTm1,720,1065,forecast,333,TimeRole,10.647624015808105
ETTm1,720,1065,forecast,334,TimeRole,10.689437866210938
ETTm1,720,1065,forecast,335,TimeRole,10.783463478088379
ETTm1,720,1065,forecast,336,TimeRole,10.512489318847656
ETTm1,720,1065,forecast,337,TimeRole,10.581674575805664
