dataset,horizon,origin,input_length,step,phase,series,value_standardized
ETTh1,336,895,96,113,forecast,iTransformer,-1.4045604467391968
ETTh1,336,895,96,114,forecast,iTransformer,-1.4007779359817505
ETTh1,336,895,96,115,forecast,iTransformer,-1.4301881790161133
ETTh1,336,895,96,116,forecast,iTransformer,-1.4706735610961914
ETTh1,336,895,96,117,forecast,iTransformer,-1.5054231882095337
ETTh1,336,895,96,118,forecast,iTransformer,-1.4824646711349487
ETTh1,336,895,96,119,forecast,iTransformer,-1.4462273120880127
ETTh1,336,895,96,120,forecast,iTransformer,-1.5433244705200195
ETTh1,336,895,96,121,forecast,iTransformer,-1.46708345413208
ETTh1,336,895,96,122,forecast,iTransformer,-1.433362603187561
ETTh1,336,895,96,123,forecast,iTransformer,-1.3606466054916382
ETTh1,336,895,96,124,forecast,iTransformer,-1.3815563917160034
ETTh1,336,895,96,125,forecast,iTransformer,-1.27596914768219
ETTh1,336,895,96,126,forecast,iTransformer,-1.2481530904769897
ETTh1,336,895,96,127,forecast,iTransformer,-1.214003562927246
ETTh1,336,895,96,128,forecast,iTransformer,-1.171596646308899
ETTh1,336,895,96,129,forecast,iTransformer,-1.2287970781326294
ETTh1,336,895,96,130,forecast,iTransformer,-1.1684644222259521
ETTh1,336,895,96,131,forecast,iTransformer,-1.2620811462402344
ETTh1,336,895,96,132,forecast,iTransformer,-1.2776672840118408
ETTh1,336,895,96,133,forecast,iTransformer,-1.3329715728759766
ETTh1,336,895,96,134,forecast,iTransformer,-1.3080142736434937
ETTh1,336,895,96,135,forecast,iTransformer,-1.2701836824417114
ETTh1,336,895,96,136,forecast,iTransformer,-1.3989571332931519
ETTh1,336,895,96,137,forecast,iTransformer,-1.3387235403060913
ETTh1,336,895,96,138,forecast,iTransformer,-1.452906608581543
ETTh1,336,895,96,139,forecast,iTransformer,-1.4219777584075928
ETTh1,336,895,96,140,forecast,iTransformer,-1.4585881233215332
ETTh1,336,895,96,141,forecast,iTransformer,-1.428125023841858
ETTh1,336,895,96,142,forecast,iTransformer,-1.4706727266311646
ETTh1,336,895,96,143,forecast,iTransformer,-1.4016990661621094
ETTh1,336,895,96,144,forecast,iTransformer,-1.4148226976394653
ETTh1,336,895,96,145,forecast,iTransformer,-1.4907528162002563
ETTh1,336,895,96,146,forecast,iTransformer,-1.4021143913269043
ETTh1,336,895,96,147,forecast,iTransformer,-1.4031260013580322
ETTh1,336,895,96,148,forecast,iTransformer,-1.3158520460128784
ETTh1,336,895,96,149,forecast,iTransformer,-1.295597791671753
ETTh1,336,895,96,150,forecast,iTransformer,-1.262638807296753
ETTh1,336,895,96,151,forecast,iTransformer,-1.1863696575164795
ETTh1,336,895,96,152,forecast,iTransformer,-1.1542850732803345
ETTh1,336,895,96,153,forecast,iTransformer,-1.1712660789489746
ETTh1,336,895,96,154,forecast,iTransformer,-1.1868929862976074
ETTh1,336,895,96,155,forecast,iTransformer,-1.177223563194275
ETTh1,336,895,96,156,forecast,iTransformer,-1.284598469734192
ETTh1,336,895,96,157,forecast,iTransformer,-1.23072350025177
ETTh1,336,895,96,158,forecast,iTransformer,-1.2964829206466675
ETTh1,336,895,96,159,forecast,iTransformer,-1.279563546180725
ETTh1,336,895,96,160,forecast,iTransformer,-1.401296615600586
ETTh1,336,895,96,161,forecast,iTransformer,-1.3374671936035156
ETTh1,336,895,96,162,forecast,iTransformer,-1.3408606052398682
ETTh1,336,895,96,163,forecast,iTransformer,-1.393495798110962
ETTh1,336,895,96,164,forecast,iTransformer,-1.4573992490768433
ETTh1,336,895,96,165,forecast,iTransformer,-1.4242867231369019
ETTh1,336,895,96,166,forecast,iTransformer,-1.4185340404510498
ETTh1,336,895,96,167,forecast,iTransformer,-1.4469672441482544
ETTh1,336,895,96,168,forecast,iTransformer,-1.4550189971923828
ETTh1,336,895,96,169,forecast,iTransformer,-1.4302321672439575
ETTh1,336,895,96,170,forecast,iTransformer,-1.2933368682861328
ETTh1,336,895,96,171,forecast,iTransformer,-1.299317479133606
ETTh1,336,895,96,172,forecast,iTransformer,-1.298115611076355
ETTh1,336,895,96,173,forecast,iTransformer,-1.2784291505813599
ETTh1,336,895,96,174,forecast,iTransformer,-1.2406489849090576
ETTh1,336,895,96,175,forecast,iTransformer,-1.1458442211151123
ETTh1,336,895,96,176,forecast,iTransformer,-1.1933903694152832
ETTh1,336,895,96,177,forecast,iTransformer,-1.2737888097763062
ETTh1,336,895,96,178,forecast,iTransformer,-1.2645602226257324
ETTh1,336,895,96,179,forecast,iTransformer,-1.259785771369934
ETTh1,336,895,96,180,forecast,iTransformer,-1.2066110372543335
ETTh1,336,895,96,181,forecast,iTransformer,-1.2328886985778809
ETTh1,336,895,96,182,forecast,iTransformer,-1.2853184938430786
ETTh1,336,895,96,183,forecast,iTransformer,-1.2795391082763672
ETTh1,336,895,96,184,forecast,iTransformer,-1.378943920135498
ETTh1,336,895,96,185,forecast,iTransformer,-1.4014546871185303
ETTh1,336,895,96,186,forecast,iTransformer,-1.4399031400680542
ETTh1,336,895,96,187,forecast,iTransformer,-1.4482710361480713
ETTh1,336,895,96,188,forecast,iTransformer,-1.4408410787582397
ETTh1,336,895,96,189,forecast,iTransformer,-1.4507265090942383
ETTh1,336,895,96,190,forecast,iTransformer,-1.3827698230743408
ETTh1,336,895,96,191,forecast,iTransformer,-1.4267082214355469
ETTh1,336,895,96,192,forecast,iTransformer,-1.4328699111938477
ETTh1,336,895,96,193,forecast,iTransformer,-1.3281720876693726
ETTh1,336,895,96,194,forecast,iTransformer,-1.4000385999679565
ETTh1,336,895,96,195,forecast,iTransformer,-1.3283071517944336
ETTh1,336,895,96,196,forecast,iTransformer,-1.3705483675003052
ETTh1,336,895,96,197,forecast,iTransformer,-1.333078384399414
ETTh1,336,895,96,198,forecast,iTransformer,-1.2570089101791382
ETTh1,336,895,96,199,forecast,iTransformer,-1.169089674949646
ETTh1,336,895,96,200,forecast,iTransformer,-1.1635642051696777
ETTh1,336,895,96,201,forecast,iTransformer,-1.1710175275802612
ETTh1,336,895,96,202,forecast,iTransformer,-1.1249796152114868
ETTh1,336,895,96,203,forecast,iTransformer,-1.1811139583587646
ETTh1,336,895,96,204,forecast,iTransformer,-1.2576031684875488
ETTh1,336,895,96,205,forecast,iTransformer,-1.3019214868545532
ETTh1,336,895,96,206,forecast,iTransformer,-1.3430962562561035
ETTh1,336,895,96,207,forecast,iTransformer,-1.2881214618682861
ETTh1,336,895,96,208,forecast,iTransformer,-1.3557987213134766
ETTh1,336,895,96,209,forecast,iTransformer,-1.4299265146255493
ETTh1,336,895,96,210,forecast,iTransformer,-1.3075920343399048
ETTh1,336,895,96,211,forecast,iTransformer,-1.402728796005249
ETTh1,336,895,96,212,forecast,iTransformer,-1.3947091102600098
ETTh1,336,895,96,213,forecast,iTransformer,-1.4259098768234253
ETTh1,336,895,96,214,forecast,iTransformer,-1.3784594535827637
ETTh1,336,895,96,215,forecast,iTransformer,-1.443764567375183
ETTh1,336,895,96,216,forecast,iTransformer,-1.4830851554870605
ETTh1,336,895,96,217,forecast,iTransformer,-1.4247593879699707
ETTh1,336,895,96,218,forecast,iTransformer,-1.424015760421753
ETTh1,336,895,96,219,forecast,iTransformer,-1.277820110321045
ETTh1,336,895,96,220,forecast,iTransformer,-1.2533605098724365
ETTh1,336,895,96,221,forecast,iTransformer,-1.2533894777297974
ETTh1,336,895,96,222,forecast,iTransformer,-1.264783501625061
ETTh1,336,895,96,223,forecast,iTransformer,-1.1836591958999634
ETTh1,336,895,96,224,forecast,iTransformer,-1.1701996326446533
ETTh1,336,895,96,225,forecast,iTransformer,-1.1205871105194092
ETTh1,336,895,96,226,forecast,iTransformer,-1.1289639472961426
ETTh1,336,895,96,227,forecast,iTransformer,-1.283786416053772
ETTh1,336,895,96,228,forecast,iTransformer,-1.2382460832595825
ETTh1,336,895,96,229,forecast,iTransformer,-1.2625874280929565
ETTh1,336,895,96,230,forecast,iTransformer,-1.2717936038970947
ETTh1,336,895,96,231,forecast,iTransformer,-1.3059048652648926
ETTh1,336,895,96,232,forecast,iTransformer,-1.2895878553390503
ETTh1,336,895,96,233,forecast,iTransformer,-1.2522884607315063
ETTh1,336,895,96,234,forecast,iTransformer,-1.429099202156067
ETTh1,336,895,96,235,forecast,iTransformer,-1.413404941558838
ETTh1,336,895,96,236,forecast,iTransformer,-1.5203815698623657
ETTh1,336,895,96,237,forecast,iTransformer,-1.4842013120651245
ETTh1,336,895,96,238,forecast,iTransformer,-1.468605399131775
ETTh1,336,895,96,239,forecast,iTransformer,-1.4544122219085693
ETTh1,336,895,96,240,forecast,iTransformer,-1.4211088418960571
ETTh1,336,895,96,241,forecast,iTransformer,-1.3979158401489258
ETTh1,336,895,96,242,forecast,iTransformer,-1.3812671899795532
ETTh1,336,895,96,243,forecast,iTransformer,-1.3419097661972046
ETTh1,336,895,96,244,forecast,iTransformer,-1.332835078239441
ETTh1,336,895,96,245,forecast,iTransformer,-1.2696267366409302
ETTh1,336,895,96,246,forecast,iTransformer,-1.2134332656860352
ETTh1,336,895,96,247,forecast,iTransformer,-1.2100223302841187
ETTh1,336,895,96,248,forecast,iTransformer,-1.1456892490386963
ETTh1,336,895,96,249,forecast,iTransformer,-1.188808798789978
ETTh1,336,895,96,250,forecast,iTransformer,-1.2340240478515625
ETTh1,336,895,96,251,forecast,iTransformer,-1.2068825960159302
ETTh1,336,895,96,252,forecast,iTransformer,-1.2223953008651733
ETTh1,336,895,96,253,forecast,iTransformer,-1.2473407983779907
ETTh1,336,895,96,254,forecast,iTransformer,-1.2590420246124268
ETTh1,336,895,96,255,forecast,iTransformer,-1.3752505779266357
ETTh1,336,895,96,256,forecast,iTransformer,-1.2667380571365356
ETTh1,336,895,96,257,forecast,iTransformer,-1.3644126653671265
ETTh1,336,895,96,258,forecast,iTransformer,-1.3184372186660767
ETTh1,336,895,96,259,forecast,iTransformer,-1.455326795578003
ETTh1,336,895,96,260,forecast,iTransformer,-1.449123501777649
ETTh1,336,895,96,261,forecast,iTransformer,-1.4165256023406982
ETTh1,336,895,96,262,forecast,iTransformer,-1.4956293106079102
ETTh1,336,895,96,263,forecast,iTransformer,-1.4527589082717896
ETTh1,336,895,96,264,forecast,iTransformer,-1.4945311546325684
ETTh1,336,895,96,265,forecast,iTransformer,-1.3792637586593628
ETTh1,336,895,96,266,forecast,iTransformer,-1.3441987037658691
ETTh1,336,895,96,267,forecast,iTransformer,-1.3072583675384521
ETTh1,336,895,96,268,forecast,iTransformer,-1.3401588201522827
ETTh1,336,895,96,269,forecast,iTransformer,-1.3043601512908936
ETTh1,336,895,96,270,forecast,iTransformer,-1.209030032157898
ETTh1,336,895,96,271,forecast,iTransformer,-1.1272008419036865
ETTh1,336,895,96,272,forecast,iTransformer,-1.2344176769256592
ETTh1,336,895,96,273,forecast,iTransformer,-1.101881980895996
ETTh1,336,895,96,274,forecast,iTransformer,-1.1190955638885498
ETTh1,336,895,96,275,forecast,iTransformer,-1.1756329536437988
ETTh1,336,895,96,276,forecast,iTransformer,-1.200178861618042
ETTh1,336,895,96,277,forecast,iTransformer,-1.2966388463974
ETTh1,336,895,96,278,forecast,iTransformer,-1.3043197393417358
ETTh1,336,895,96,279,forecast,iTransformer,-1.3055933713912964
ETTh1,336,895,96,280,forecast,iTransformer,-1.272291898727417
ETTh1,336,895,96,281,forecast,iTransformer,-1.3647712469100952
ETTh1,336,895,96,282,forecast,iTransformer,-1.3299459218978882
ETTh1,336,895,96,283,forecast,iTransformer,-1.4148969650268555
ETTh1,336,895,96,284,forecast,iTransformer,-1.3374006748199463
ETTh1,336,895,96,285,forecast,iTransformer,-1.3889844417572021
ETTh1,336,895,96,286,forecast,iTransformer,-1.4308605194091797
ETTh1,336,895,96,287,forecast,iTransformer,-1.3960306644439697
ETTh1,336,895,96,288,forecast,iTransformer,-1.4750149250030518
ETTh1,336,895,96,289,forecast,iTransformer,-1.4510135650634766
ETTh1,336,895,96,290,forecast,iTransformer,-1.3600223064422607
ETTh1,336,895,96,291,forecast,iTransformer,-1.4037140607833862
ETTh1,336,895,96,292,forecast,iTransformer,-1.2314364910125732
ETTh1,336,895,96,293,forecast,iTransformer,-1.2212063074111938
ETTh1,336,895,96,294,forecast,iTransformer,-1.2380552291870117
ETTh1,336,895,96,295,forecast,iTransformer,-1.2342872619628906
ETTh1,336,895,96,296,forecast,iTransformer,-1.2320314645767212
ETTh1,336,895,96,297,forecast,iTransformer,-1.1817004680633545
ETTh1,336,895,96,298,forecast,iTransformer,-1.1569677591323853
ETTh1,336,895,96,299,forecast,iTransformer,-1.2278382778167725
ETTh1,336,895,96,300,forecast,iTransformer,-1.2325811386108398
ETTh1,336,895,96,301,forecast,iTransformer,-1.2806434631347656
ETTh1,336,895,96,302,forecast,iTransformer,-1.30588960647583
ETTh1,336,895,96,303,forecast,iTransformer,-1.3535797595977783
ETTh1,336,895,96,304,forecast,iTransformer,-1.3247469663619995
ETTh1,336,895,96,305,forecast,iTransformer,-1.2958910465240479
ETTh1,336,895,96,306,forecast,iTransformer,-1.4597758054733276
ETTh1,336,895,96,307,forecast,iTransformer,-1.3928717374801636
ETTh1,336,895,96,308,forecast,iTransformer,-1.419456124305725
ETTh1,336,895,96,309,forecast,iTransformer,-1.4256483316421509
ETTh1,336,895,96,310,forecast,iTransformer,-1.457904577255249
ETTh1,336,895,96,311,forecast,iTransformer,-1.4413199424743652
ETTh1,336,895,96,312,forecast,iTransformer,-1.4255822896957397
ETTh1,336,895,96,313,forecast,iTransformer,-1.431396722793579
ETTh1,336,895,96,314,forecast,iTransformer,-1.3479304313659668
ETTh1,336,895,96,315,forecast,iTransformer,-1.3996403217315674
ETTh1,336,895,96,316,forecast,iTransformer,-1.328009009361267
ETTh1,336,895,96,317,forecast,iTransformer,-1.2831071615219116
ETTh1,336,895,96,318,forecast,iTransformer,-1.270198941230774
ETTh1,336,895,96,319,forecast,iTransformer,-1.2461798191070557
ETTh1,336,895,96,320,forecast,iTransformer,-1.2289212942123413
ETTh1,336,895,96,321,forecast,iTransformer,-1.120050311088562
ETTh1,336,895,96,322,forecast,iTransformer,-1.1395609378814697
ETTh1,336,895,96,323,forecast,iTransformer,-1.1931260824203491
ETTh1,336,895,96,324,forecast,iTransformer,-1.2732285261154175
ETTh1,336,895,96,325,forecast,iTransformer,-1.25260329246521
ETTh1,336,895,96,326,forecast,iTransformer,-1.3066034317016602
ETTh1,336,895,96,327,forecast,iTransformer,-1.3428455591201782
ETTh1,336,895,96,328,forecast,iTransformer,-1.343751311302185
ETTh1,336,895,96,329,forecast,iTransformer,-1.3270845413208008
ETTh1,336,895,96,330,forecast,iTransformer,-1.3548401594161987
ETTh1,336,895,96,331,forecast,iTransformer,-1.4469144344329834
ETTh1,336,895,96,332,forecast,iTransformer,-1.4477176666259766
ETTh1,336,895,96,333,forecast,iTransformer,-1.3787481784820557
ETTh1,336,895,96,334,forecast,iTransformer,-1.4626502990722656
ETTh1,336,895,96,335,forecast,iTransformer,-1.4539209604263306
ETTh1,336,895,96,336,forecast,iTransformer,-1.512580394744873
ETTh1,336,895,96,337,forecast,iTransformer,-1.4308078289031982
ETTh1,336,895,96,338,forecast,iTransformer,-1.3726400136947632
ETTh1,336,895,96,339,forecast,iTransformer,-1.3915777206420898
ETTh1,336,895,96,340,forecast,iTransformer,-1.2763688564300537
ETTh1,336,895,96,341,forecast,iTransformer,-1.261019229888916
ETTh1,336,895,96,342,forecast,iTransformer,-1.196455478668213
ETTh1,336,895,96,343,forecast,iTransformer,-1.1568443775177002
ETTh1,336,895,96,344,forecast,iTransformer,-1.1544722318649292
ETTh1,336,895,96,345,forecast,iTransformer,-1.1214191913604736
ETTh1,336,895,96,346,forecast,iTransformer,-1.216790795326233
ETTh1,336,895,96,347,forecast,iTransformer,-1.1752431392669678
ETTh1,336,895,96,348,forecast,iTransformer,-1.196452260017395
ETTh1,336,895,96,349,forecast,iTransformer,-1.2855364084243774
ETTh1,336,895,96,350,forecast,iTransformer,-1.3023463487625122
ETTh1,336,895,96,351,forecast,iTransformer,-1.2619452476501465
ETTh1,336,895,96,352,forecast,iTransformer,-1.3556588888168335
ETTh1,336,895,96,353,forecast,iTransformer,-1.3936915397644043
ETTh1,336,895,96,354,forecast,iTransformer,-1.345003604888916
ETTh1,336,895,96,355,forecast,iTransformer,-1.3064825534820557
ETTh1,336,895,96,356,forecast,iTransformer,-1.325396180152893
ETTh1,336,895,96,357,forecast,iTransformer,-1.3997538089752197
ETTh1,336,895,96,358,forecast,iTransformer,-1.4499311447143555
ETTh1,336,895,96,359,forecast,iTransformer,-1.3963024616241455
ETTh1,336,895,96,360,forecast,iTransformer,-1.472084641456604
ETTh1,336,895,96,361,forecast,iTransformer,-1.4309840202331543
ETTh1,336,895,96,362,forecast,iTransformer,-1.339304804801941
ETTh1,336,895,96,363,forecast,iTransformer,-1.3075013160705566
ETTh1,336,895,96,364,forecast,iTransformer,-1.2845962047576904
ETTh1,336,895,96,365,forecast,iTransformer,-1.2504926919937134
ETTh1,336,895,96,366,forecast,iTransformer,-1.2113301753997803
ETTh1,336,895,96,367,forecast,iTransformer,-1.187930941581726
ETTh1,336,895,96,368,forecast,iTransformer,-1.0978654623031616
ETTh1,336,895,96,369,forecast,iTransformer,-1.1430555582046509
ETTh1,336,895,96,370,forecast,iTransformer,-1.1069846153259277
ETTh1,336,895,96,371,forecast,iTransformer,-1.172515630722046
ETTh1,336,895,96,372,forecast,iTransformer,-1.239047646522522
ETTh1,336,895,96,373,forecast,iTransformer,-1.221959114074707
ETTh1,336,895,96,374,forecast,iTransformer,-1.2651221752166748
ETTh1,336,895,96,375,forecast,iTransformer,-1.26288902759552
ETTh1,336,895,96,376,forecast,iTransformer,-1.2379350662231445
ETTh1,336,895,96,377,forecast,iTransformer,-1.366023063659668
ETTh1,336,895,96,378,forecast,iTransformer,-1.3305277824401855
ETTh1,336,895,96,379,forecast,iTransformer,-1.395580530166626
ETTh1,336,895,96,380,forecast,iTransformer,-1.3619701862335205
ETTh1,336,895,96,381,forecast,iTransformer,-1.4088141918182373
ETTh1,336,895,96,382,forecast,iTransformer,-1.416867733001709
ETTh1,336,895,96,383,forecast,iTransformer,-1.4696532487869263
ETTh1,336,895,96,384,forecast,iTransformer,-1.376176357269287
ETTh1,336,895,96,385,forecast,iTransformer,-1.4589428901672363
ETTh1,336,895,96,386,forecast,iTransformer,-1.345950722694397
ETTh1,336,895,96,387,forecast,iTransformer,-1.431548833847046
ETTh1,336,895,96,388,forecast,iTransformer,-1.2772921323776245
ETTh1,336,895,96,389,forecast,iTransformer,-1.1793314218521118
ETTh1,336,895,96,390,forecast,iTransformer,-1.2357516288757324
ETTh1,336,895,96,391,forecast,iTransformer,-1.1879771947860718
ETTh1,336,895,96,392,forecast,iTransformer,-1.1054702997207642
ETTh1,336,895,96,393,forecast,iTransformer,-1.121375322341919
ETTh1,336,895,96,394,forecast,iTransformer,-1.1791785955429077
ETTh1,336,895,96,395,forecast,iTransformer,-1.1618664264678955
ETTh1,336,895,96,396,forecast,iTransformer,-1.2336313724517822
ETTh1,336,895,96,397,forecast,iTransformer,-1.2589390277862549
ETTh1,336,895,96,398,forecast,iTransformer,-1.2518500089645386
ETTh1,336,895,96,399,forecast,iTransformer,-1.285122275352478
ETTh1,336,895,96,400,forecast,iTransformer,-1.3171676397323608
ETTh1,336,895,96,401,forecast,iTransformer,-1.3120059967041016
ETTh1,336,895,96,402,forecast,iTransformer,-1.3004330396652222
ETTh1,336,895,96,403,forecast,iTransformer,-1.4342159032821655
ETTh1,336,895,96,404,forecast,iTransformer,-1.380448341369629
ETTh1,336,895,96,405,forecast,iTransformer,-1.4129753112792969
ETTh1,336,895,96,406,forecast,iTransformer,-1.4682403802871704
ETTh1,336,895,96,407,forecast,iTransformer,-1.4388847351074219
ETTh1,336,895,96,408,forecast,iTransformer,-1.3675310611724854
ETTh1,336,895,96,409,forecast,iTransformer,-1.409134030342102
ETTh1,336,895,96,410,forecast,iTransformer,-1.3489962816238403
ETTh1,336,895,96,411,forecast,iTransformer,-1.2862818241119385
ETTh1,336,895,96,412,forecast,iTransformer,-1.283005714416504
ETTh1,336,895,96,413,forecast,iTransformer,-1.230042815208435
ETTh1,336,895,96,414,forecast,iTransformer,-1.165194034576416
ETTh1,336,895,96,415,forecast,iTransformer,-1.1918643712997437
ETTh1,336,895,96,416,forecast,iTransformer,-1.1753243207931519
ETTh1,336,895,96,417,forecast,iTransformer,-1.1142957210540771
ETTh1,336,895,96,418,forecast,iTransformer,-1.1010301113128662
ETTh1,336,895,96,419,forecast,iTransformer,-1.2160515785217285
ETTh1,336,895,96,420,forecast,iTransformer,-1.1701020002365112
ETTh1,336,895,96,421,forecast,iTransformer,-1.19439697265625
ETTh1,336,895,96,422,forecast,iTransformer,-1.2656896114349365
ETTh1,336,895,96,423,forecast,iTransformer,-1.2307672500610352
ETTh1,336,895,96,424,forecast,iTransformer,-1.3276658058166504
ETTh1,336,895,96,425,forecast,iTransformer,-1.271044135093689
ETTh1,336,895,96,426,forecast,iTransformer,-1.3406413793563843
ETTh1,336,895,96,427,forecast,iTransformer,-1.3964277505874634
ETTh1,336,895,96,428,forecast,iTransformer,-1.3717819452285767
ETTh1,336,895,96,429,forecast,iTransformer,-1.379791498184204
ETTh1,336,895,96,430,forecast,iTransformer,-1.4200266599655151
ETTh1,336,895,96,431,forecast,iTransformer,-1.4466004371643066
ETTh1,336,895,96,0,input,TimeMixer,-1.115269660949707
ETTh1,336,895,96,1,input,TimeMixer,-1.0462889671325684
ETTh1,336,895,96,2,input,TimeMixer,-1.1076414585113525
ETTh1,336,895,96,3,input,TimeMixer,-1.03092360496521
ETTh1,336,895,96,4,input,TimeMixer,-1.115269660949707
ETTh1,336,895,96,5,input,TimeMixer,-1.0155583620071411
ETTh1,336,895,96,6,input,TimeMixer,-0.8009882569313049
ETTh1,336,895,96,7,input,TimeMixer,-0.777994692325592
ETTh1,336,895,96,8,input,TimeMixer,-0.8009882569313049
ETTh1,336,895,96,9,input,TimeMixer,-0.8393471837043762
ETTh1,336,895,96,10,input,TimeMixer,-0.9465776681900024
ETTh1,336,895,96,11,input,TimeMixer,-1.0922760963439941
ETTh1,336,895,96,12,input,TimeMixer,-1.1766220331192017
ETTh1,336,895,96,13,input,TimeMixer,-1.2456027269363403
ETTh1,336,895,96,14,input,TimeMixer,-1.2915897369384766
ETTh1,336,895,96,15,input,TimeMixer,-1.3299486637115479
ETTh1,336,895,96,16,input,TimeMixer,-1.3605703115463257
ETTh1,336,895,96,17,input,TimeMixer,-1.4065574407577515
ETTh1,336,895,96,18,input,TimeMixer,-1.4219228029251099
ETTh1,336,895,96,19,input,TimeMixer,-1.4602817296981812
ETTh1,336,895,96,20,input,TimeMixer,-1.4602817296981812
ETTh1,336,895,96,21,input,TimeMixer,-1.4832751750946045
ETTh1,336,895,96,22,input,TimeMixer,-1.5062687397003174
ETTh1,336,895,96,23,input,TimeMixer,-1.490903377532959
ETTh1,336,895,96,24,input,TimeMixer,-1.4985315799713135
ETTh1,336,895,96,25,input,TimeMixer,-1.4602817296981812
ETTh1,336,895,96,26,input,TimeMixer,-1.4295510053634644
ETTh1,336,895,96,27,input,TimeMixer,-1.4065574407577515
ETTh1,336,895,96,28,input,TimeMixer,-1.3375768661499023
ETTh1,336,895,96,29,input,TimeMixer,-1.3145833015441895
ETTh1,336,895,96,30,input,TimeMixer,-1.1458913087844849
ETTh1,336,895,96,31,input,TimeMixer,-1.1536285877227783
ETTh1,336,895,96,32,input,TimeMixer,-1.1612566709518433
ETTh1,336,895,96,33,input,TimeMixer,-1.1536285877227783
ETTh1,336,895,96,34,input,TimeMixer,-1.0539171695709229
ETTh1,336,895,96,35,input,TimeMixer,-1.1076414585113525
ETTh1,336,895,96,36,input,TimeMixer,-1.1382631063461304
ETTh1,336,895,96,37,input,TimeMixer,-1.1612566709518433
ETTh1,336,895,96,38,input,TimeMixer,-1.1842502355575562
ETTh1,336,895,96,39,input,TimeMixer,-1.1688848733901978
ETTh1,336,895,96,40,input,TimeMixer,-1.1612566709518433
ETTh1,336,895,96,41,input,TimeMixer,-1.1228978633880615
ETTh1,336,895,96,42,input,TimeMixer,-1.0616543292999268
ETTh1,336,895,96,43,input,TimeMixer,-1.0386607646942139
ETTh1,336,895,96,44,input,TimeMixer,-1.0155583620071411
ETTh1,336,895,96,45,input,TimeMixer,-1.0003019571304321
ETTh1,336,895,96,46,input,TimeMixer,-1.03092360496521
ETTh1,336,895,96,47,input,TimeMixer,-1.0003019571304321
ETTh1,336,895,96,48,input,TimeMixer,-0.9695712327957153
ETTh1,336,895,96,49,input,TimeMixer,-1.0003019571304321
ETTh1,336,895,96,50,input,TimeMixer,-1.0692825317382812
ETTh1,336,895,96,51,input,TimeMixer,-1.0999042987823486
ETTh1,336,895,96,52,input,TimeMixer,-1.0462889671325684
ETTh1,336,895,96,53,input,TimeMixer,-1.0539171695709229
ETTh1,336,895,96,54,input,TimeMixer,-1.0539171695709229
ETTh1,336,895,96,55,input,TimeMixer,-0.9925647377967834
ETTh1,336,895,96,56,input,TimeMixer,-0.9313213229179382
ETTh1,336,895,96,57,input,TimeMixer,-0.8623406887054443
ETTh1,336,895,96,58,input,TimeMixer,-0.8623406887054443
ETTh1,336,895,96,59,input,TimeMixer,-0.938949465751648
ETTh1,336,895,96,60,input,TimeMixer,-0.9695712327957153
ETTh1,336,895,96,61,input,TimeMixer,-1.0155583620071411
ETTh1,336,895,96,62,input,TimeMixer,-1.023295521736145
ETTh1,336,895,96,63,input,TimeMixer,-0.984936535358429
ETTh1,336,895,96,64,input,TimeMixer,-1.007930040359497
ETTh1,336,895,96,65,input,TimeMixer,-0.984936535358429
ETTh1,336,895,96,66,input,TimeMixer,-1.0539171695709229
ETTh1,336,895,96,67,input,TimeMixer,-0.9695712327957153
ETTh1,336,895,96,68,input,TimeMixer,-1.0155583620071411
ETTh1,336,895,96,69,input,TimeMixer,-1.306955099105835
ETTh1,336,895,96,70,input,TimeMixer,-1.299217939376831
ETTh1,336,895,96,71,input,TimeMixer,-1.3299486637115479
ETTh1,336,895,96,72,input,TimeMixer,-1.3605703115463257
ETTh1,336,895,96,73,input,TimeMixer,-1.3375768661499023
ETTh1,336,895,96,74,input,TimeMixer,-1.3605703115463257
ETTh1,336,895,96,75,input,TimeMixer,-1.3375768661499023
ETTh1,336,895,96,76,input,TimeMixer,-1.375935673713684
ETTh1,336,895,96,77,input,TimeMixer,-1.3375768661499023
ETTh1,336,895,96,78,input,TimeMixer,-1.3681985139846802
ETTh1,336,895,96,79,input,TimeMixer,-1.322211503982544
ETTh1,336,895,96,80,input,TimeMixer,-1.3529422283172607
ETTh1,336,895,96,81,input,TimeMixer,-1.3299486637115479
ETTh1,336,895,96,82,input,TimeMixer,-1.391192078590393
ETTh1,336,895,96,83,input,TimeMixer,-1.4142946004867554
ETTh1,336,895,96,84,input,TimeMixer,-1.4142946004867554
ETTh1,336,895,96,85,input,TimeMixer,-1.4219228029251099
ETTh1,336,895,96,86,input,TimeMixer,-1.391192078590393
ETTh1,336,895,96,87,input,TimeMixer,-1.4372881650924683
ETTh1,336,895,96,88,input,TimeMixer,-1.4832751750946045
ETTh1,336,895,96,89,input,TimeMixer,-1.4525445699691772
ETTh1,336,895,96,90,input,TimeMixer,-1.4755380153656006
ETTh1,336,895,96,91,input,TimeMixer,-1.490903377532959
ETTh1,336,895,96,92,input,TimeMixer,-1.6748517751693726
ETTh1,336,895,96,93,input,TimeMixer,-1.6902170181274414
ETTh1,336,895,96,94,input,TimeMixer,-1.590614676475525
ETTh1,336,895,96,95,input,TimeMixer,-1.5675121545791626
ETTh1,336,895,96,96,forecast,TimeMixer,-1.4389300346374512
